query,len,len_bucket,coles_cnt,wws_search_cnt,coles_url,elastic_results,semantic_results,merged_results,jaccard
nature valley cocoa,3.0,2.0,14,0,https://www.coles.com.au/search?q=nature%20valley%20cocoa,"['7dee13cd74bc9bff558d7c691fa081b7', 'd91ec92c5bfac8c40ad5b3b7237a9abf', '188909e2077e87d7323974b11017ae03', 'e271be20607cf4e0977cdcde069f38fb', '5875eddaa8eca50d0fa9e196e66c1c44', 'af6d5bcb12c8df38149faac4509372c9', '905c11f9f48d238d2e4dcab1fcccbaa7', 'a297da76f9292c193669aa0f8d980727', 'bab7f5fad02395bf6fcee4a779a54b53', 'd0bf16f14f06f391f653d781749f037f', '7d629cce672543b39c658db666812ee1', '5fc3727263eaf77e4478c3cb8743b0fc', 'd82c3d461117beb7ab1872685166846d', 'ce29e5a20f3a270f0d79373beb2dfc26', 'c5a7f994c1c78404d51e6a9af05dda00', '024c7a47fb692520573f1622548f1efe', '24e1f4b097cf698d1fb2bb8d73ebe480', '29bf30d9981a22b5fba9462b4205c913', '052099c29980fd0c743873495ae6d6db', '70d986238c5d53edf8655b4d444cfe7a']","['d91ec92c5bfac8c40ad5b3b7237a9abf', '7dee13cd74bc9bff558d7c691fa081b7', 'c55dbcf555ff97d4cddf7af12c188ae1', '188909e2077e87d7323974b11017ae03', 'd0bf16f14f06f391f653d781749f037f', 'f793c10837da2140a59afbda6c38b75d', 'ce29e5a20f3a270f0d79373beb2dfc26', '39d954468d66ddc532f5fa20e41f2789', '477a8104cd8947e4954b6a2101da1859', '858fd42df294941c6184d71e8fca41ed', '710de5106b86957a6893c777e5d2dd9e', 'e271be20607cf4e0977cdcde069f38fb', '1835e714cdc21f938fa9482cfe0be46d', '7c617f5b9072396a4b9f1b4b28b0ad1b', '29bf30d9981a22b5fba9462b4205c913', 'dc1e6eff9298dee29b55ed5d5336179b', 'c280d38ea23844a94b3a6df012d0e6f7', 'ff746047aa1705bac21fc7dabf554174', '1dd159136aaee69140b19b8f8dd21778', '39b067f4816e1a6d161dbcec50aaf45e']","['7dee13cd74bc9bff558d7c691fa081b7', 'd91ec92c5bfac8c40ad5b3b7237a9abf', 'c55dbcf555ff97d4cddf7af12c188ae1', '188909e2077e87d7323974b11017ae03', 'd0bf16f14f06f391f653d781749f037f', 'f793c10837da2140a59afbda6c38b75d', 'ce29e5a20f3a270f0d79373beb2dfc26', '39d954468d66ddc532f5fa20e41f2789', '477a8104cd8947e4954b6a2101da1859', '858fd42df294941c6184d71e8fca41ed']",0.21212121212121213
fruit salad pack,3.0,2.0,7,0,https://www.coles.com.au/search?q=fruit%20salad%20pack,"['da23acf3ecba07162f9f040fd364ff10', '97a3d61d984c426b297334dbd1ec566b', 'bab2faa1ee1f50104e2a40e02a8f1ebe', '3c4797567dc40f8c63b50b57ab52bd24', '559aafe4ded40f64a4becb4c83c6883c', '2c175956a1c079d9a939dd14bf8950a1', '7ef9b8db8d13b1b63908c56be050930c', 'df8fd69f7922cb75f18d103ea2a68cca', 'e78116b824f5fa8986598bfd8657af0c', '10049cbcb49d0b54ea6058ca66e6c502', '0a6de6da25b80ace7ad6a50d9c1cf2bf', 'affb9bfe10bfcf85b09aaaae25691048', '5358068f642feb4a810b83c309f5d8ba', '803f02cbe0f684116a8d37a2c3d8c075', '3edb8b99f02597b6fad16f4277b8c695', '927f7b6b22d742dcb7ef67dd3265b90e', 'e7947b64d825f8120c01e9be4639cd46', '2d35f7bf077412f8f0d581edaa6aee5e', '5587f5b8c3e65b71cedbacab106ec294', '6d7764cd41e88fe7998b2986215b8413']","['66d6efadd722c8931ac38ce44ff9609f', 'dd67a6424438b4dbeec668e98a6db333', '8de09b4502b3d9dd4aa6cb29ab5ef8bc', '774be6b8928edaf1f45549af1e74ff70', 'd359fb114276f367a1f55dfe7e44954c', 'e3fd57c82fb1b7a3a2162314df9c70b3', 'fb997568166c6a2b821b806bbdc852ba', '82df1d9bbe6092c78f96e67e93cfd45a', '0b4b55faccfcda30c88beee9aa96834a', '752879f9fb9984afb9d64d06509d36a5', '97a3d61d984c426b297334dbd1ec566b', '0e2becee5b93e69fe717a4a96ccffa52', '1d33b416730f6633e665559794e4fcc6', '6d8458cd7881f3e7de4c90f7bbefcd7c', '2e6f5cfbfe326993d55d4ace0e62ab69', '46b06a2a44fd470a5b2292361ff8f476', '256dd782cadd174b2f15079b5e398621', '444ea4ae9919e4923998212b57eaa891', '53f5e7c11b0de7441b34e29f08b9b619', 'bab2faa1ee1f50104e2a40e02a8f1ebe']","['da23acf3ecba07162f9f040fd364ff10', '66d6efadd722c8931ac38ce44ff9609f', 'dd67a6424438b4dbeec668e98a6db333', '8de09b4502b3d9dd4aa6cb29ab5ef8bc', '774be6b8928edaf1f45549af1e74ff70', 'd359fb114276f367a1f55dfe7e44954c', 'e3fd57c82fb1b7a3a2162314df9c70b3', 'fb997568166c6a2b821b806bbdc852ba', '82df1d9bbe6092c78f96e67e93cfd45a', '0b4b55faccfcda30c88beee9aa96834a']",0.05263157894736842
napolitana pasta sauce,3.0,2.0,2,1,https://www.coles.com.au/search?q=napolitana%20pasta%20sauce,"['b436220ef2074969c6b7fb95ba424b00', '12ec158cfc0fa5dd3b64795bd8708b08', '441cfcb46c81e609d9dd5c3d9166ae80', 'e28f7eb41de583789ebbc1ac451899d1', '142139647b7037f59ccfdf7c42ad91e5', '4f159bde703ea888a5e8fbd6ae98fd17', '256964c68d28ddc1f7ee0574f50af9ee', '943edcca4cd3ac3574c1102fcaae8c5a', '9db8464090e95477e37e664a3fcde6a5', '86ce539d202207d441de19a7769aad30', '3ee746dd04790477fbbad53b7ca3ca96', 'e6aea815951a9b50e18b738cfe7230de', '5ddf6eb46f10b783de5a5e71880d1906', '253d72827665385d7413a87cd30833d9', '16023a68de9317a56ad0698994483814', '8b61ea6c012c6c51f5c933f8722e1618', 'a0fd94d49ba99c2ff5fadd788fefce50', '97524463d66c12d1bbe5d11d0629ab86', 'd6feef018fddff48294e879022da7d2e', '57bd84bfb4350e8c2987158aab38a56d']","['e28f7eb41de583789ebbc1ac451899d1', 'b436220ef2074969c6b7fb95ba424b00', 'cb96f2813beaa7df5258439459827ea9', 'ab47f76e423983cfde83d460fb9ce526', 'cea1d74997a4fe31c8d886e7a8ee1346', '4ac4b6414db7c711421b0ab658121230', '142139647b7037f59ccfdf7c42ad91e5', '57bd84bfb4350e8c2987158aab38a56d', '92a6891b2cb56b5b25f6074e77c81770', '8c78faef05bb7b30d227539593239580', '3a8faadfecc64178e68d4e9824b28881', '7e2d0053d64dded89702e6aa85de8a2a', 'e6aea815951a9b50e18b738cfe7230de', '757d1bc6ff1fa4ffacdb68a4b96a56c0', '90438ebca5cfcad9f3442d96d323f994', '115685f7bf3c9bf2eb76233982f6e0f0', 'f549d5e18d2c39bb937d608aa717f83b', '5b8e13acddd596e5afa752a833fa66eb', '71b71771dbdab7bfbc9546dc67807d50', 'fa55095361051c2ee57fbf841784cb34']","['b436220ef2074969c6b7fb95ba424b00', 'e28f7eb41de583789ebbc1ac451899d1', 'cb96f2813beaa7df5258439459827ea9', 'ab47f76e423983cfde83d460fb9ce526', 'cea1d74997a4fe31c8d886e7a8ee1346', '4ac4b6414db7c711421b0ab658121230', '142139647b7037f59ccfdf7c42ad91e5', '57bd84bfb4350e8c2987158aab38a56d', '92a6891b2cb56b5b25f6074e77c81770', '8c78faef05bb7b30d227539593239580']",0.14285714285714285
uncle toby choc,3.0,2.0,7,8,https://www.coles.com.au/search?q=uncle%20toby%20choc,"['d257f2b750ef793bba750192460a4655', 'd12589b548d5bcb340789bc38d5bfcfe', '75500dec0453bd3bbb83c7b78f9200ec', 'f15c79ce8157055a4189251693b9895e', '32a3cb129169b2657fdece58da192504', 'c37a0399d712bede655de24dc36831dd', 'd17c6c8ae133660b5914a40a6c952988', '08523325bd9ae3c956b670ad5faf87be', 'a6c30aaf5f5ead5b3264020bac69f4a9', 'ea0e61549937393b471f36aa4b11c64d', '60a58b338568ba3cf56aa5f183bf1d2c', '172c2032d782b5b76925d160b7eb9c6d', '0e196e577ee58699565deb7d44956ff3', 'f773df4c053715d5bc61873580a6f65b', 'cb7c2ef2901cb33b25289faeac0bda38', '821e8cae46e8cdd3a4ba804ff53ccd30', 'fd59706584c035dd238fe891d00c08b7', '3f2e28e292b02c6f05fb3f532b769ae9', '0a58db5e2dab3353cfc76f76cce8ee70', 'f5a9a9af50585638e30fbcecfd7bfe23']","['51b8d65999449c270d5552d46549f2ab', 'd257f2b750ef793bba750192460a4655', '772bec8d45b1058167583fbb0972e3f3', 'd17c6c8ae133660b5914a40a6c952988', '75500dec0453bd3bbb83c7b78f9200ec', 'f15c79ce8157055a4189251693b9895e', 'd12589b548d5bcb340789bc38d5bfcfe', '32a3cb129169b2657fdece58da192504', '60a58b338568ba3cf56aa5f183bf1d2c', 'a6c30aaf5f5ead5b3264020bac69f4a9', '9b70fb8959784cbe6c5b6bbd0ba86d3a', '00ca88d035e578cc6cf0abd5070da843', 'ea0e61549937393b471f36aa4b11c64d', '9d0c9c1f18fcf7a135cabca7f5edf9a3', '4b68aa85fe98735ba97ac12a195a1a33', 'f7764104a19ac4830380bdd3a1aa821b', '172c2032d782b5b76925d160b7eb9c6d', '93f202551c257aeaa7aa66cd7b649a0e', 'cb7c2ef2901cb33b25289faeac0bda38', 'f773df4c053715d5bc61873580a6f65b']","['d257f2b750ef793bba750192460a4655', '51b8d65999449c270d5552d46549f2ab', '772bec8d45b1058167583fbb0972e3f3', 'd17c6c8ae133660b5914a40a6c952988', '75500dec0453bd3bbb83c7b78f9200ec', 'f15c79ce8157055a4189251693b9895e', 'd12589b548d5bcb340789bc38d5bfcfe', '32a3cb129169b2657fdece58da192504', '60a58b338568ba3cf56aa5f183bf1d2c', 'a6c30aaf5f5ead5b3264020bac69f4a9']",0.42857142857142855
mini avo dip,3.0,2.0,6,0,https://www.coles.com.au/search?q=mini%20avo%20dip,"['1d8f50da6ce0dda0ef77e8aa8c414ca9', '674bc7a437055ae8ad04912618d6efe1', '786ae38b12e04e09a3cab79e9526532a', '9cf1524f3bc8e8c0f0a2d987a574f769', 'b586ee4cea065a804441844753fc3a12', 'b4f7563efa7d0c03fc1feab9e27d911c', 'f55e963a1a444485bdc67b9b97626048', '875fc12332b0200e9d45c2a07a999427', 'eac0c4acd9e449436d441cee4d7cbca1', '631a10083811ae0a9e406bbd82b35782', '420f2af19b1d6c3c76b0b3e85de34ebb', '8eb1adfeef1e1d89b30435b9977f0165', 'af3741a6f8eb54f929009bf2712df8f1', 'adb1588eec86fdb7b36913ee6fd60ee5', '2d4541b36913478539e74ba3fa149ea4', '4d9131d6b8d622ee4c332a4fd7b14d08', '36ae5d70486f3183df0c9ec3e84f5477', 'b6866fad32d614867671fa2b70985f56', 'af97c35b535153d37e8248279cc28260', '9483d3dc433f0ba323b31b6f1a01090e']","['420f2af19b1d6c3c76b0b3e85de34ebb', '631a10083811ae0a9e406bbd82b35782', '1b444c390a359a659126e6a554031d6e', '1d8f50da6ce0dda0ef77e8aa8c414ca9', '786ae38b12e04e09a3cab79e9526532a', '9438fee28c4d6b8539c20bb7e35dbeb0', '73bc74fda562840aeb43137bd497fb77', 'ca8d7a5d163fc18cbf14a3f9c5c08782', 'c5fb4e476aca706dfd2c56c4a3cb335c', 'c135d26db7cbbf90f7313c6bc38ffac0', '4b1776ae61f4e226c8b7c7e4717b8c1a', '504acc0bd8da836f9bbdb4f853da7096', 'fc0e1a089a4eb58bce36aa5c8b46e9d6', '15037fe48a70a15548ccfcd661e22dc6', '4457336f62ce4f57cbf053f26c7a2fd0', '30f5b653710d919ac33fc1f7ab01aff4', 'f98d8cf007af4555187901789f0a1ad9', '81d7ca81e3c631295fedefd241d97af2', '7b587f6ba28d4d569505d1587cf074de', '9ebefa6b25ca0bf2652091c18c4d80ad']","['1d8f50da6ce0dda0ef77e8aa8c414ca9', '420f2af19b1d6c3c76b0b3e85de34ebb', '631a10083811ae0a9e406bbd82b35782', '1b444c390a359a659126e6a554031d6e', '786ae38b12e04e09a3cab79e9526532a', '9438fee28c4d6b8539c20bb7e35dbeb0', '73bc74fda562840aeb43137bd497fb77', 'ca8d7a5d163fc18cbf14a3f9c5c08782', 'c5fb4e476aca706dfd2c56c4a3cb335c', 'c135d26db7cbbf90f7313c6bc38ffac0']",0.1111111111111111
cheese for crackers,3.0,2.0,82,60,https://www.coles.com.au/search?q=cheese%20for%20crackers,"['41de1399dab0298c53645672f520d74a', '07034e48ee71fd626210a3e6a41d0998', '9b8a61ccb041c451befc5649f4daaad3', 'ad1b9455c845e9ae9205e3814ecbe7ef', '00889551cbe76febcf7133f1e4545280', '1208b23efdcf271a9792124766c8c98f', '818e9eaf095fe41b4a07e578dcdbaf41', '0382697697589a83118fdde8d69a926f', 'b6dd971bf5e67dc0670aadb974dac566', '3a0aed25bb1e29cf71019e36f47e207c', 'ad3677bf86bd5bad85b2fd4a2c85eff0', '1893fe39a29e2e1b65fab00915d8be7a', '0dd598e0564b8df7ed331d6fd21529df', '1370ba1193a2d88d3de138ce47775a42', '80dfa465a801bb1f03710f48a3df5f47', '61d0b82aabf6c7d28fa3e975e16a6e30', '9fbf81aba6523aa91f4d5e0667f22745', 'c0393e4b01cc5acca56519b2616e91c7', '65087f6d9d482afed7857097c7cae90c', '07bb174772c514d84d928e1ed4c7a07e']","['b6dd971bf5e67dc0670aadb974dac566', '65087f6d9d482afed7857097c7cae90c', '3d62959ce283dede965534579da328f3', '14859f9641bfc49eb82563219402b10d', 'a0ab20fd0fcc69983aff9460a697b808', '9fbf81aba6523aa91f4d5e0667f22745', '62fefd516a472ed3015a2ebe9af2622f', '637c1dba921043b372a0c8d727d91c5b', 'b2f4b3771905fc20b06aabe439bc2c3e', '5cd2760b8f6fe99cb8f32e7bea3a2e8d', '61d0b82aabf6c7d28fa3e975e16a6e30', 'baff0fece8d7e0fa06120c97afa189c0', '083ae3b6a8b920bba32c437bed685fbf', '00889551cbe76febcf7133f1e4545280', '131557fc2be7541b0884b702117b5fcf', '973ec4b3d034ddf6021a65a48ee258f6', '7ef8f5179616670ad6ff7befa7edd259', '818e9eaf095fe41b4a07e578dcdbaf41', '8b3ebcf3c1b4525a73ceaf6e31c45a0b', 'f000b0ce38042f2161d5edf56286adea']","['41de1399dab0298c53645672f520d74a', 'b6dd971bf5e67dc0670aadb974dac566', '65087f6d9d482afed7857097c7cae90c', '3d62959ce283dede965534579da328f3', '14859f9641bfc49eb82563219402b10d', 'a0ab20fd0fcc69983aff9460a697b808', '9fbf81aba6523aa91f4d5e0667f22745', '62fefd516a472ed3015a2ebe9af2622f', '637c1dba921043b372a0c8d727d91c5b', 'b2f4b3771905fc20b06aabe439bc2c3e']",0.17647058823529413
sliced bamboo shoots,3.0,2.0,1,1,https://www.coles.com.au/search?q=sliced%20bamboo%20shoots,"['ec34ab0459a0570ea2c0a372a58d0fe8', '6ebda757be385422fcdddc16623e586d', 'd1eaaa31560ea38579e57763a52d299f', 'bc776689ffc53432d76913217de9717c', '3b89ca87a6926b8f6d0535fecc4be93c', '29271b97566d5fee45192a552a87d08d', 'a80d4a42efd931426387d39a3d7a97d5', '6b2ab5ae82250d0b8489cab0b103b84d', '96d54faad2dd651d9f8c63f850d8966b', 'a876d00f737d98a068bfac98f55d739e', 'b5c9e4f4484b841caf39e24315838088', 'e6eb939fe2b997b1b8b86f76bd21ce6e', 'c20c66c59655a25d33fe1322bdc6437e', '6a7f390a37519712ed6900b3e80a2782', 'abec52a756910fbbebcca8b6f9a8ff59', 'fac6ba91ca05ded933591a9ee751117d', '6a60bcca5b51e58169c052a5af8f77d4', '8dc7cc8fc42dd224e4b43ccb290c239d', '9ae47779b881eb67bec27526f659186b', '9d0e9d5f971c4d10e4a4756a7eb6ef36']","['bc776689ffc53432d76913217de9717c', '6a7f390a37519712ed6900b3e80a2782', '96d54faad2dd651d9f8c63f850d8966b', 'a876d00f737d98a068bfac98f55d739e', '9ae47779b881eb67bec27526f659186b', 'a80d4a42efd931426387d39a3d7a97d5', '824b2541266626dedb6f079a62f4960a', 'cfbf77a49e34f8f91f378a6d34da96ce', '29271b97566d5fee45192a552a87d08d', 'e2abbe1e4ffdc2d6df546347bc60e415', 'de5f950baabe19e3462a76439a7aecb7', 'b5c9e4f4484b841caf39e24315838088', 'd30cf7729be420a715d1ecdbee7c4dc2', '7ccdcb99396c98fdadfabc7ecc50041d', '6d7b02034714580894d4afd28ca462e9', '75fc7233584f611a11c5b5dbc6e1e5db', '91afe84763916b7b63a65255bda9775c', 'b81603c4918716d3f239eb2ee06fa30b', '2abf7965c1ee469f93ad1aca5ac50e8d', 'f758955608fcf6ae503b02262587f119']","['ec34ab0459a0570ea2c0a372a58d0fe8', 'bc776689ffc53432d76913217de9717c', '6a7f390a37519712ed6900b3e80a2782', '96d54faad2dd651d9f8c63f850d8966b', 'a876d00f737d98a068bfac98f55d739e', '9ae47779b881eb67bec27526f659186b', 'a80d4a42efd931426387d39a3d7a97d5', '824b2541266626dedb6f079a62f4960a', 'cfbf77a49e34f8f91f378a6d34da96ce', '29271b97566d5fee45192a552a87d08d']",0.25
vegie delights nut,3.0,2.0,8,1,https://www.coles.com.au/search?q=vegie%20delights%20nut,"['74ee863299ca8a1110e967860027e1a3', '120283456b17f314ace60137bcdc910c', 'f708bb1c6759681f0e1de7b9f48507b8', '6b8e813d3b6f1ee054d0f4e2f38d56fc', '5a8fe1b19bdf230211c62489f1d2d32e', '5ae434c9ed93a1608d09c9e2c0b39adc', '34158e643ed3a1c34d2e14cbbf2d372b', '98a5048e13b3478afd4323bf68f96f1b', '48caddf1abdde84069f677769045159c', 'b97ff6b2266e2222cfb46a0fece4aed4', 'c4e4af3713db619278f67d9fa3b86417', '35eb611b2ab6b6436056349092b67216', '24433405c1a3bbd59cf831903ed108a6', '421e9a91ac02b0225bbfa0a4201ebc5b', '5b576c4cc68dc68e2a80217d6eda7010', '9edd3684daf802fabdcdc10e17c1d46d', 'a7e909ce43be0855ad38cfa2e73bccd7', '1d1e41b380efb68d42735cfb427d22ec', '005d9abae1ba7fa46c48e3cadc933192', 'a2f3e3a05cb52d45c1239fe672c6c0b3']","['5a8fe1b19bdf230211c62489f1d2d32e', 'f708bb1c6759681f0e1de7b9f48507b8', '74ee863299ca8a1110e967860027e1a3', 'd276eaedf56722c0d4e70089ddce3c0f', '120283456b17f314ace60137bcdc910c', '5b576c4cc68dc68e2a80217d6eda7010', '0de01ae2f6349fe35f92c152037b4013', '34158e643ed3a1c34d2e14cbbf2d372b', '651c9132498e25fae79271024de86e89', 'd75b75797bbe03546e0036d6402ba1d9', '0b4b55faccfcda30c88beee9aa96834a', '48caddf1abdde84069f677769045159c', '24433405c1a3bbd59cf831903ed108a6', '98a5048e13b3478afd4323bf68f96f1b', 'e345267292c03782ae7ea1bf6b15cdbc', 'cd9030a2392b3d920811c43919847b04', '1a85ee69acead859ee03e86f30cc0f49', '35eb611b2ab6b6436056349092b67216', '6b8e813d3b6f1ee054d0f4e2f38d56fc', 'b3a217a5275f80946de33505438f4286']","['74ee863299ca8a1110e967860027e1a3', '5a8fe1b19bdf230211c62489f1d2d32e', 'f708bb1c6759681f0e1de7b9f48507b8', 'd276eaedf56722c0d4e70089ddce3c0f', '120283456b17f314ace60137bcdc910c', '5b576c4cc68dc68e2a80217d6eda7010', '0de01ae2f6349fe35f92c152037b4013', '34158e643ed3a1c34d2e14cbbf2d372b', '651c9132498e25fae79271024de86e89', 'd75b75797bbe03546e0036d6402ba1d9']",0.3793103448275862
latina veal tortellini,3.0,2.0,2,0,https://www.coles.com.au/search?q=latina%20veal%20tortellini,"['683c005747d5943414f3fe7324ac85a5', '58d03f9fa6b222fbaaedd2a84d229c9e', '2f405217819e61afd0ce5611cb482f9d', '558dde3567d6f7b27cb5fdf7e23bd8bc', '5c85aaa42467ee30eac51976924588bd', '3fbc5c2a05598ff2c7ae9d8015d2850e', '5e06bd09677fb9ed2586c66c7f3bbdf3', 'b1e4eb051a3b25fc6036fb47317f259b', '353ea180eeef53d8afef236ec0a3be34', '1b944197e75f10ca8e9e6edebe112d96', '56cdb7e378274f4f5b3416f8083de492', 'd1ef39697e65d00e3a39d6f813ff7992', 'f955ed9e05fae60bce1e6effa9d3d55e', '55aba6cbe243e835caddb9526cc7a7d2', '64d9fe44b8fb8ab4be4598eba737f481', '1b802af5dec4dd953ee5ff8122a17c1a', '0e28e6e954212f4a4cbedef3602ce7a0', '71b71771dbdab7bfbc9546dc67807d50', 'ece17d8f88bcf686ef2d27a3c7c57a58', 'ef83c346f3d0f3f3aad437fde15345b5']","['683c005747d5943414f3fe7324ac85a5', '58d03f9fa6b222fbaaedd2a84d229c9e', 'ece17d8f88bcf686ef2d27a3c7c57a58', '369c393c450a7482fdddac861fb17f90', 'bf5c5c9f67dadeab2961dcd56db5291f', 'bd6575d89fd64147d5d5beb3ea5477c3', '6b0b1ca2cceb38c1559360367327fc45', 'deff0554ac988834b239a161a9c4a72e', 'cea1d74997a4fe31c8d886e7a8ee1346', '0b83394eae61b8af4569ffc8c26fbef7', '1611967806e2c2eec30846ba7622be33', 'ef83c346f3d0f3f3aad437fde15345b5', '2f405217819e61afd0ce5611cb482f9d', '11cf051c0d941ba3d83d1b429f95f6f4', 'dc36e984e93957d8e167c6841e536de8', 'a85ebc91d3907850d3c8aa9a612f586f', 'cb96f2813beaa7df5258439459827ea9', '0202df4023d33b45a183fc25f9a30149', '71b71771dbdab7bfbc9546dc67807d50', '1b802af5dec4dd953ee5ff8122a17c1a']","['683c005747d5943414f3fe7324ac85a5', '58d03f9fa6b222fbaaedd2a84d229c9e', 'ece17d8f88bcf686ef2d27a3c7c57a58', '369c393c450a7482fdddac861fb17f90', 'bf5c5c9f67dadeab2961dcd56db5291f', 'bd6575d89fd64147d5d5beb3ea5477c3', '6b0b1ca2cceb38c1559360367327fc45', 'deff0554ac988834b239a161a9c4a72e', 'cea1d74997a4fe31c8d886e7a8ee1346', '0b83394eae61b8af4569ffc8c26fbef7']",0.21212121212121213
milk strawberry flavoured,3.0,2.0,13,0,https://www.coles.com.au/search?q=milk%20strawberry%20flavoured,"['32886d36291004eead336ebfed7304f8', 'dd08ea0bf850ab2f4beea10ba97b8152', '50692de41ef3d0bf7e4b2bd1690c8510', 'c5fc45002868a116e055ab7ce72bd202', '96a1173af568fec8e0a174ee816a5a4d', 'ae5a67609348efbe74400fd17cd9c658', '6e2c3f8709fac9b08b877220031c086b', '0d036f59821594bcdff90b8074110ce4', 'cd705ce4fb3887b79744cb9ce4f6aa5c', 'cec7dfe53b476b034c1a76c2146058c1', 'faf1bea0dcc4da220923f8bf7638c139', 'ec67359e9684c8c746199f69e9a4ce2c', '5fbfae156090ee6d12caa8789e442e25', '4489c351eb35d9adc5b6d9d878c8bf7c', '974cd0f8b4122bad37acf5ff364ecd2f', '530ab40f65bd8dc70855299acf15cd83', '12c3c2262f66fbff9f871926612e4e69', '66c99d90667274146e980c0f179f1f2e', '8bcad4411bfcfdabb7a5bb729197dd90', '5e2269fb0e5e1432d6060f30607f4e44']","['0d036f59821594bcdff90b8074110ce4', 'cec7dfe53b476b034c1a76c2146058c1', 'faf1bea0dcc4da220923f8bf7638c139', 'dd08ea0bf850ab2f4beea10ba97b8152', 'cd705ce4fb3887b79744cb9ce4f6aa5c', 'c5fc45002868a116e055ab7ce72bd202', '32886d36291004eead336ebfed7304f8', '50692de41ef3d0bf7e4b2bd1690c8510', '8bcad4411bfcfdabb7a5bb729197dd90', '96a1173af568fec8e0a174ee816a5a4d', '6e2c3f8709fac9b08b877220031c086b', 'ae5a67609348efbe74400fd17cd9c658', '4489c351eb35d9adc5b6d9d878c8bf7c', 'e0e46a44055708826e80d80c8cc72de2', '9ff124bb53131208d0ed939b88d28e49', '3fd26b59596bef196d0652eaff50e2e6', 'a351f66fb42009bd04fc47fe238d4c7a', '12c3c2262f66fbff9f871926612e4e69', '087400dd4053703596513eb3d77a4704', '609e48305da6148f68a2a0a95c05fc63']","['32886d36291004eead336ebfed7304f8', '0d036f59821594bcdff90b8074110ce4', 'cec7dfe53b476b034c1a76c2146058c1', 'faf1bea0dcc4da220923f8bf7638c139', 'dd08ea0bf850ab2f4beea10ba97b8152', 'cd705ce4fb3887b79744cb9ce4f6aa5c', 'c5fc45002868a116e055ab7ce72bd202', '50692de41ef3d0bf7e4b2bd1690c8510', '8bcad4411bfcfdabb7a5bb729197dd90', '96a1173af568fec8e0a174ee816a5a4d']",0.5384615384615384
coles honey sausages,3.0,2.0,85,2,https://www.coles.com.au/search?q=coles%20honey%20sausages,"['887053480ab51994209e502c8de66fb0', '3806a63355bfb5eb252715415047c369', '34e62623154734e20a31b49bf614139d', '57656c14c6fd9d0f7a7cb3863eb26779', 'eaaa481068c1935eac016f8f30812f03', 'd39f7e962e3e49a32ccfce79d4059f42', 'aec71ca1f83b1f8b9b5eca09a81a79ad', '2a18c44c6bab96b9bc63c2f1c9cff655', '02e5d7ff5c5f393cf6dcc171cede027a', 'a646e19f081831b8ce936e019cf7e875', '5109efcf87ea6aea8f738993e814a26a', 'f1c957f21afaf10d60f9c4189a61ce55', '1c457fa88c5f175f89183847de32cb73', '44a369f13f00964e792835d7f688d9a2', '65d14d1ccea7bd741a091ad82130261f', '9eca78d0bea7cf03836b0e538f458f2a', '5c543f13a48b2cf57e522541cadd9c83', 'adb0c86c82cbb293d9c3ed676536cb39', '8e5aa735686bf12fa5623df9bc05f170', '4a35dae902721b096c72e12e7e8b4da8']","['d39f7e962e3e49a32ccfce79d4059f42', 'f1c957f21afaf10d60f9c4189a61ce55', '1f0496f3690baf9f9d0e500d04c646ba', '5109efcf87ea6aea8f738993e814a26a', '4ac2220472938c00eab145986a3a54fc', '12986106c0677b0c7076b8c40453d80a', 'ecc82c21d3349da88f5c571e91f59420', '16d73648b71364295acad0293c80b393', '71a7c0710ccec30cf5183fad1a44efb9', '3806a63355bfb5eb252715415047c369', '24433405c1a3bbd59cf831903ed108a6', 'eaaa481068c1935eac016f8f30812f03', '44a369f13f00964e792835d7f688d9a2', '2a18c44c6bab96b9bc63c2f1c9cff655', '31422c40d48817b47eabb79be6b9a3d8', '57656c14c6fd9d0f7a7cb3863eb26779', '183e6b2ee9824b40ade674f3bf3f1ee6', '160865c0de6cc959ede31a012527ec2b', 'd9c71574026247f219387d4770c6d483', '1a998be092292c8ca2cadc33401d609c']","['887053480ab51994209e502c8de66fb0', 'd39f7e962e3e49a32ccfce79d4059f42', 'f1c957f21afaf10d60f9c4189a61ce55', '1f0496f3690baf9f9d0e500d04c646ba', '5109efcf87ea6aea8f738993e814a26a', '4ac2220472938c00eab145986a3a54fc', '12986106c0677b0c7076b8c40453d80a', 'ecc82c21d3349da88f5c571e91f59420', '16d73648b71364295acad0293c80b393', '71a7c0710ccec30cf5183fad1a44efb9']",0.25
